TV_ID,Dialogue_ID,Utterance_ID,Speaker,Gender,Age,Neuroticism,Extraversion,Openness,Agreeableness,Conscientiousness,Scene,FacePosition_LU,FacePosition_RD,Sentiment,Emotion,DA,Utterance
14,14_015,14_015_000_merged,郝敏,female,young,low,low,low,high,high,office,232_71,506_427,neutral,neutral,"statement-non-opinion, other",General Manager Chen General Manager Wang isn't here
14,14_015,14_015_002_merged,陈建,male,young,low,low,low,low,high,office,336_41,540_274,negative,"anger, depress","statement-non-opinion, question","Why suddenly notify me to hire interns for no reason? Hao Min, you are also someone next to the president Why don't you persuade him?"
14,14_015,14_015_005_merged,郝敏,female,young,low,low,low,high,high,office,191_18,460_322,neutral,neutral,statement-non-opinion,I am someone next to him I'm not him.
14,14_015,14_015_007_merged,陈建,male,young,low,low,low,low,high,office,371_17,658_356,negative,"anger, depress","statement-non-opinion, statement-opinion, question",Our president is back in town visiting our alma mater The students are shouting I love you That just decided on hiring He might be reluctant to show his face You can't just let it go We still have so many employees on standby JM doesn't lack for people
14,14_015,14_015_015_merged,郝敏,female,young,low,low,low,high,high,office,171_39,508_348,neutral,neutral,statement-opinion,"From a work perspective, I won't comment on the boss From a personal perspective I think he is doing quite well"
14,14_016,14_016_000_merged,陈建,male,young,low,low,low,low,high,office,0_0,0_0,negative,"anger, negative-other","statement-opinion, statement-non-opinion, question",You're only considering this bit of social benefit You're not thinking about the negative impact it brings to the company The official website has publicly stated No interns will be hired this year Doing this makes our big company seem Particularly lacking in credibility
14,14_016,14_016_006_merged,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,office,458_49,542_131,neutral,neutral,statement-opinion,"Since we are a large company We must take on the social responsibility of a large corporation On one hand, our company needs fresh blood On the other hand, we can also share some burdens with society"
14,14_016,14_016_010_merged,陈建,male,young,low,low,low,low,high,office,264_53,377_148,negative,anger,question,"You just thoughtlessly decided to hire, right"
14,14_016,14_016_011_merged,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,office,398_86,466_153,neutral,neutral,"statement-non-opinion, statement-opinion, interjection",Although we've said it But it's not that easy to join our company The assessment criteria are in place Only those with talent and ability can stay Alright
14,14_017,14_017_000_merged,张盛,male,young,high,high,high,low,low,home,0_0,0_0,negative,negative-other,question,"Mom, why do you have so much free time to see me today"
14,14_017,14_017_001_merged,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,0_0,0_0,"positive, neutral, negative","relaxed, negative-other, neutral","statement-non-opinion, question",What's wrong Am I not welcome? I took time out of my busy schedule to come see my son I still need to inform you in advance
14,14_017,14_017_005_merged,张盛,male,young,high,high,high,low,low,home,272_65,583_403,negative,depress,statement-non-opinion,"No need, it's just that my meal doesn't need takeout It would be even better if you made it yourself"
14,14_017,14_017_007_merged,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,0_0,0_0,"neutral, negative","depress, neutral","statement-non-opinion, question",Stop talking nonsense How was the interview today?
14,14_017,14_017_009_merged,张盛,male,young,high,high,high,low,low,home,183_144,250_237,neutral,neutral,"statement-opinion, answer","It was alright, somewhat passable There were so many people, I probably have no hope"
14,14_017,14_017_011_merged,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,442_135,535_207,"positive, neutral","relaxed, neutral","statement-non-opinion, statement-opinion, question","After experiencing a setback, I've learned to be humble It's not a bad thing Did you receive notification for the second interview?"
14,14_017,14_017_014_merged,张盛,male,young,high,high,high,low,low,home,0_0,0_0,neutral,neutral,"statement-non-opinion, answer",Isn't it too soon for that? Maybe they don't want me
14,14_018,14_018_000_merged,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,478_142,576_231,"positive, negative, neutral","positive-other, negative-other, neutral","question, statement-non-opinion, statement-opinion, acknowledge",But GM Guo from JM has already called me He told me Your performance today was outstanding Looking forward to your even better performance in the second interview To be honest I was quite surprised too No one knows a child better than their mother With your bad temper If you didn't cause chaos at the interview site I would be grateful Why are you staring at me? I know you've always been unhappy Thinking that I am implementing a strict policy on you But mom has her reasons for doing this One day you will understand
14,14_018,14_018_015_merged,张盛,male,young,high,high,high,low,low,home,0_0,0_0,negative,negative-other,"statement-non-opinion, question","If you say that, then let's speak frankly Is that it? I don't care what happens JM will still accept me"
14,14_019,14_019_000_merged,赵小川,male,young,low,low,low,high,high,office,0_0,0_0,negative,depress,"statement-opinion, question",I'm just puzzled You can pass based on your performance in the preliminary exam The examiner even gave you a checkmark It's simply unreasonable
14,14_019,14_019_004_merged,张盛,male,young,high,high,high,low,low,office,0_0,0_0,negative,depress,"statement-non-opinion, statement-opinion, question","I'm also puzzled, looking like a bookworm Not even a decent hairstyle How did you pass, how did you pass"
14,14_019,14_019_007_merged,赵小川,male,young,low,low,low,high,high,office,391_67,520_221,negative,depress,"statement-opinion, statement-non-opinion, question","Didn't you say you didn't want to join JM? You're dressed like this Oh my, so flashy"
14,14_019,14_019_010_merged,张盛,male,young,high,high,high,low,low,office,308_24,541_359,neutral,neutral,"statement-non-opinion, statement-opinion","No matter what setbacks I encounter on the road to pursuing my dreams It shouldn't lower my aesthetic standards, okay?"
14,14_020,14_020_000_merged,赵小川,male,young,low,low,low,high,high,office,313_36,609_344,negative,depress,statement-opinion,"I believe that one day, even if your skills are wasted It won't stop your arrogant nature"
14,14_020,14_020_002_merged,张盛,male,young,high,high,high,low,low,office,334_37,729_496,negative,depress,"statement-opinion, statement-non-opinion, question","You think I want to come Just thinking about it, no matter how much I cause a scene They still let me pass I have no desire to cause a scene at all It's so boring"
14,14_021,14_021_000_merged,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,sports-venue,463_66,628_270,"positive, negative, neutral","negative-other, grateful, positive-other, neutral, happy","question, comfort, other, statement-non-opinion, statement-opinion, answer, reject","Xiao Ning, practice with me a little longer No way, Mr. Wang, I have some things to do today, I have to go So, Mr. Wang, hasn't the recruitment information for the Fenghua Group been released? It's just a matter of these two days Really That's great Don't worry I'll take care of you then Thank you. I'll stay with you to play for a while for free Really I'm okay with it Don't you have something to do? It's fine now Come on, no problem"
14,14_021,14_021_015_merged,宁巴拉,female,young,unknown,unknown,unknown,unknown,unknown,sports-venue,279_53,477_292,positive,positive-other,interjection,Come on
14,14_022,14_022_000_merged,陈爱莲,female,young,high,high,low,low,low,home,323_28,486_205,neutral,neutral,question,"Gege, where are you?"
14,14_022,14_022_001_merged,周格格,female,young,high,high,low,high,high,school,222_34,470_345,neutral,neutral,answer,We are at the school gate
14,14_022,14_022_002_merged,陈爱莲,female,young,high,high,low,low,low,home,245_54,562_344,"neutral, negative","anger, astonished, neutral","statement-non-opinion, question, answer","What do you mean by ""we""? Who are you with? I'm with Song Nuan, we are going together I said, how did you end up like this? I told you to go alone Why always hanging out together? Like conjoined twins I'm telling you You must go alone You are not allowed to bring Song Nuan"
14,14_022,14_022_012_merged,周格格,female,young,high,high,low,high,high,school,209_54,459_359,negative,"anger, depress",statement-opinion,"Chen Ailian, your temper is really too much It's not a big deal"
14,14_022,14_022_014_merged,陈爱莲,female,young,high,high,low,low,low,home,229_12,504_335,negative,anger,"statement-opinion, statement-non-opinion, question","Are you listening to me? I'm telling you, if you two go today From now on we will cut off mother-daughter relations Did you hear that?"
14,14_023,14_023_000_merged,周格格,female,young,high,high,low,high,high,home,0_0,0_0,negative,anger,command,Explain it
14,14_023,14_023_001_merged,陈爱莲,female,young,high,high,low,low,low,home,0_0,0_0,negative,fear,answer,I picked it up
14,14_024,14_024_000_merged,周格格,female,young,high,high,low,high,high,home,0_0,0_0,negative,anger,question,Where did you pick it up?
14,14_024,14_024_001_merged,陈爱莲,female,young,high,high,low,low,low,home,0_0,0_0,negative,fear,"statement-opinion, question",I forgot What do you want?
14,14_025,14_025_000_merged,周格格,female,young,high,high,low,high,high,home,0_0,0_0,negative,"anger, fear","statement-opinion, question","Chen Ailian, how can you do something like this? How am I supposed to go back to school after this? How can I face my classmates?"
14,14_025,14_025_003_merged,陈爱莲,female,young,high,high,low,low,low,home,233_78,571_448,negative,fear,"statement-non-opinion, statement-opinion","Are you going to join JM Company in the future? Are you not going back to school? Well, at least mom is better than you. I did it out of kindness."
14,14_026,14_026_000_merged,周格格,female,young,high,high,low,high,high,home,0_0,0_0,negative,anger,"statement-opinion, statement-non-opinion, question","It was for your own good. Do you know that day I went to that company? They looked at me like a thief. Being treated like a thief, do you know how much that hurt me? Do you know how embarrassed I felt? I'm just asking you. You don't feel ashamed for doing such things?"
14,14_026,14_026_007_merged,陈爱莲,female,young,high,high,low,low,low,home,312_25,539_335,negative,"anger, sadness, negative-other, fear","question, apology, statement-non-opinion, interjection, statement-opinion","Why do you say that to me? Okay, fine. First of all, I admit I was wrong, okay? I admit my mistake. First. I am a bit impulsive. Second, I did it for you. No matter what, Mom hasn't done anything like murder, arson, or stealing."
14,14_027,14_027_000_merged,周格格,female,young,high,high,low,high,high,home,258_60,392_172,negative,anger,statement-opinion,This is just a petty theft.
14,14_027,14_027_001_merged,陈爱莲,female,young,high,high,low,low,low,home,399_163,544_308,negative,"anger, depress","question, statement-non-opinion, statement-opinion, disagreement",This doesn't count. I just tore a small advertisement. I'm really so dumb. Did you really do nothing?
14,14_027,14_027_005_merged,周格格,female,young,high,high,low,high,high,home,144_16,465_298,negative,anger,"statement-non-opinion, statement-opinion, question","Let me tell you, I don't want to talk to you anymore. I don't want to say a word to you. You reflect well at home Did you hear that"
14,14_028,14_028_000_merged,陈爱莲,female,young,high,high,low,low,low,home,227_11,339_151,neutral,neutral,"interjection, statement-non-opinion, other, question",Song Nuan's mom That I want to discuss something with you Do you think we should pool together To treat the people from JM Company to a meal
14,14_028,14_028_005_merged,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,245_30,407_234,negative,astonished,question,Why
14,14_028,14_028_006_merged,陈爱莲,female,young,high,high,low,low,low,home,0_0,0_0,neutral,neutral,"statement-non-opinion, statement-opinion",Although they are in the wrong But our child works under them If we treat them to a meal later They can take better care of our child We won't lose out
14,14_028,14_028_011_merged,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,209_61,477_361,neutral,neutral,statement-non-opinion,We didn't receive the notice either
14,14_029,14_029_000_merged,陈爱莲,female,young,high,high,low,low,low,home,238_52,502_382,"neutral, negative","astonished, negative-other, neutral","statement-non-opinion, question",How could that be Our Ge Ge received the notice a long time ago What if Song Nuan wasn't admitted
14,14_029,14_029_003_merged,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,163_54,227_130,negative,negative-other,statement-non-opinion,Song Nuan hasn't mentioned it to us
14,14_029,14_029_004_merged,陈爱莲,female,young,high,high,low,low,low,home,235_36,320_145,"neutral, negative","negative-other, neutral",conventional-closing,I still have some matters to attend to I'm hanging up
14,14_030,14_030_000_merged,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,other-venue,313_187,372_249,neutral,neutral,"question, other",Bro Do you have a lighter
14,14_030,14_030_002_merged,宋光明,male,middle-aged,low,low,low,high,high,other-venue,439_182,499_259,negative,negative-other,acknowledge,Lend me a light
14,14_030,14_030_003_merged,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,other-venue,330_174,389_236,neutral,neutral,answer,"Right, I forgot"
14,14_030,14_030_004_merged,宋光明,male,middle-aged,low,low,low,high,high,other-venue,427_173,479_234,neutral,neutral,statement-non-opinion,I quit smoking over ten years ago I have no lighter You also quit smoking
14,14_030,14_030_007_merged,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,other-venue,292_162,344_221,negative,negative-other,"statement-non-opinion, statement-opinion",Easy to say I quit several times It's not that easy
14,14_030,14_030_010_merged,宋光明,male,middle-aged,low,low,low,high,high,other-venue,440_141,526_226,negative,"anger, negative-other","statement-non-opinion, statement-opinion, acknowledge",Really? You forgot to bring fire or is it a small matter? Some people promise my daughter a job in broad daylight. He can also forget about this. I'm really incompetent as a father. Watching my daughter being bullied. I can't help at all. Now I can't even enter their front door.
14,14_030,14_030_018_merged,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,other-venue,224_87,334_218,"negative, neutral","negative-other, neutral","statement-non-opinion, statement-opinion","Yes, in this day and age, fathers have no power or influence. It's hard to be a father. My daughter is studying at home now. If someone dares to bully her, I will definitely fight them."
14,14_031,14_031_000_merged,宋光明,male,middle-aged,low,low,low,high,high,office,175_28,406_313,negative,negative-other,"statement-non-opinion, question","You are the president of your company. I'm not a water delivery worker. I don't operate that way. I'm unable to enter your company. I can't even meet you, the big boss."
14,14_031,14_031_005_merged,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,office,627_153,708_264,neutral,neutral,question,What do you need me for?
14,14_031,14_031_006_merged,宋光明,male,middle-aged,low,low,low,high,high,office,0_0,0_0,negative,anger,question,"You see, this is how your company recruits employees."
14,14_031,14_031_007_merged,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,office,367_38,605_385,neutral,neutral,statement-non-opinion,I need to investigate. There must be some misunderstanding in this.
14,14_032,14_032_000_merged,宋光明,male,middle-aged,low,low,low,high,high,office,0_0,0_0,negative,anger,"statement-non-opinion, question, disagreement","There is no misunderstanding. When our kid attended your company's job fair, your company made him drink white liquor. And drank to the point of being intoxicated. He even had to be hospitalized for a stomach pumping. When he was lying on the hospital bed, your company sent people to make solemn promises, saying they would hire him after he was discharged. You want to shut me up I know, how did you all do it? I only found out today Our child has suffered so much As a result, you now go back on your word You don't want my child now What do you mean by playing with people? Our child has endured so much suffering If it were your child Could you accept it? Wouldn't you come to this company to seek an explanation?"
14,14_032,14_032_019_merged,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,office,574_164,679_277,neutral,neutral,"comfort, question",Don't get agitated first Your child is Song Nuan
14,14_032,14_032_021_merged,宋光明,male,middle-aged,low,low,low,high,high,office,87_62,315_292,negative,negative-other,answer,That's right
14,14_032,14_032_022_merged,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,office,561_162,640_263,neutral,neutral,statement-non-opinion,I have an impression of him Like this Why don’t you sit down and tell me the details about this?
14,14_033,14_033_000_merged,黄晓峰,male,young,high,high,low,low,high,office,0_0,0_0,negative,anger,"statement-opinion, statement-non-opinion, question, disagreement","Knowing he's the boss of Fenghua Group Jin Yanru’s son, so what? You can't say that Didn't you see his carefree appearance? The demeanor of a pampered rich kid is obvious He disrupts the class, disrupts discipline The most important thing is that he completely disrespects others"
14,14_033,14_033_007_merged,郝敏,female,young,low,low,low,high,high,office,562_23,738_183,"neutral, negative","negative-other, neutral",statement-non-opinion,"The chairman pays special attention to this matter Places particular importance on it Specifically instructed me Saying no matter how angry you are, you have to keep it down"
14,14_034,14_034_000_merged,黄晓峰,male,young,high,high,low,low,high,office,167_46,449_338,negative,anger,"statement-non-opinion, question",I can’t keep it down How can I keep it down? Our company is a big company This is not a place to babysit Amazing I'm not doing it anymore I'm not going to be this teacher anymore They can send whoever they want I'm not doing it anymore
14,14_034,14_034_009_merged,郝敏,female,young,low,low,low,high,high,office,0_0,0_0,neutral,neutral,"statement-non-opinion, acknowledge",That's fine I'll go talk to your superiors
14,14_034,14_034_011_merged,黄晓峰,male,young,high,high,low,low,high,office,133_23,436_340,negative,"fear, astonished, negative-other","statement-non-opinion, statement-opinion",I think we all need to calm down Calm down a bit Forget it I don't think now is the time to quit This job was personally assigned to me by Director Chen If I leave now Wouldn't that make Director Chen upset? I can't do something like that I have to hold on I'm holding on
14,14_035,14_035_000_merged,宋暖,female,young,high,high,high,high,high,office,0_0,0_0,negative,negative-other,statement-non-opinion,"Zhang Sheng, wait a moment before you leave"
14,14_035,14_035_001_merged,张盛,male,young,high,high,high,low,low,office,0_0,0_0,negative,negative-other,question,What? Can you call my name casually?
14,14_035,14_035_002_merged,宋暖,female,young,high,high,high,high,high,office,307_37,542_281,neutral,neutral,statement-non-opinion,"Aren't we supposed to memorize the company rules in tomorrow's training class? Stay, and I'll help you review"
14,14_035,14_035_004_merged,张盛,male,young,high,high,high,low,low,office,0_0,0_0,negative,"astonished, negative-other",question,I didn't hear wrong Are you an elementary school student? Are you in evening self-study?
14,14_035,14_035_007_merged,宋暖,female,young,high,high,high,high,high,office,346_30,595_292,"positive, negative","positive-other, depress, negative-other",statement-non-opinion,"I'm the class representative, and there's nothing I can do No way, Teacher Huang said no This is my first task I must complete it"
14,14_036,14_036_000_merged,张盛,male,young,high,high,high,low,low,office,409_131,583_363,negative,depress,"question, statement-opinion, command","Get out of the way I'm scared of you, okay? Is that okay? Teacher"
14,14_036,14_036_004_merged,宋暖,female,young,high,high,high,high,high,office,0_0,0_0,negative,"anger, depress","statement-non-opinion, statement-opinion","Let's go, I don't want any entanglement with you Just cooperate with me to complete the task We'll go our separate ways"
14,14_037,14_037_000_merged,张盛,male,young,high,high,high,low,low,office,389_42,614_317,negative,anger,question,You're crazy
14,14_037,14_037_001_merged,宋暖,female,young,high,high,high,high,high,office,241_68,339_159,neutral,neutral,quotation,"Respect the leaders Respect the company Respect the system I want to work hard I want to strive I want to succeed, success"
14,14_038,14_038_000_merged,张盛,male,young,high,high,high,low,low,office,374_73,651_388,neutral,neutral,"statement-non-opinion, question","Have you seen that video online a while ago? Just a hotel waiter, just like you Everyone was standing in a lot of rows, pumped up Just like you just now"
14,14_038,14_038_004_merged,宋暖,female,young,high,high,high,high,high,office,372_51,583_312,"negative, neutral","sadness, negative-other, neutral","statement-opinion, interjection, question, other","Zhang Sheng Have you ever worked hard for something in your life? Alright then Just by looking at your expression, I can tell you haven't. This job might not be important to you But it's very important to me Even if you were outstanding and excellent in school But taking these things to society It's nothing The standards are different Everything has to start from scratch Even without this job I won't be living on the streets. I won't die from heartache either But I will still work hard Because I want to repay my parents' love for me When young If one doesn’t give their all for something I don't know how others will feel But I will definitely regret it Can you understand what I'm saying?"
14,14_039,14_039_000_merged,张盛,male,young,high,high,high,low,low,office,323_33,425_125,neutral,neutral,"question, statement-non-opinion, statement-opinion, acknowledge",Very good This job might be very important to you He is your future He is your prospect He is your dream You came here to get this job But I came here to not get this job understand
14,14_039,14_039_008_merged,宋暖,female,young,high,high,high,high,high,office,200_10,458_343,positive,"positive-other, happy","quotation, statement-non-opinion, question",Your tongue is better Try saying a few sentences to practice the slogan with me Abide by the rules
14,14_039,14_039_011_merged,张盛,male,young,high,high,high,low,low,office,632_2,845_127,negative,negative-other,quotation,Abide by the rules
14,14_039,14_039_012_merged,宋暖,female,young,high,high,high,high,high,office,0_0,0_0,positive,positive-other,quotation,Respect the company
14,14_040,14_040_000_merged,张盛,male,young,high,high,high,low,low,office,0_0,0_0,negative,negative-other,quotation,Respect the company
14,14_040,14_040_001_merged,宋暖,female,young,high,high,high,high,high,office,18_211,308_466,positive,positive-other,quotation,Respect the leaders
14,14_040,14_040_002_merged,张盛,male,young,high,high,high,low,low,office,305_36,556_331,negative,negative-other,quotation,Respect the leaders
14,14_040,14_040_003_merged,宋暖,female,young,high,high,high,high,high,office,158_8,499_332,positive,happy,"statement-non-opinion, statement-opinion",You're doing well Let's practice
14,14_041,14_041_000_merged,张盛,male,young,high,high,high,low,low,office,287_76,542_355,negative,depress,question,How can I explain this to you?
14,14_041,14_041_001_merged,宋暖,female,young,high,high,high,high,high,office,330_34,649_324,positive,positive-other,"statement-non-opinion, statement-opinion, reject","You don't need to explain it to me No matter how late we stay here today Even if it's until dawn I must complete the task So if you don't cooperate with me Otherwise, we'll just waste time here"
14,14_042,14_042_000_merged,张盛,male,young,high,high,high,low,low,office,461_71,726_369,"neutral, negative","negative-other, neutral","statement-non-opinion, statement-opinion, question","Song Nuan, let me tell you I had polio when I was a child Do you know? It’s not that I don’t want to talk or shout But there's a certain enzyme missing in my brain It causes my speech and actions to not coordinate Whenever I shouted slogans as a kid My classmates would laugh at me Whenever I shouted, my classmates laughed at me I felt very embarrassed I have a psychological shadow, you know?"
14,14_042,14_042_011_merged,宋暖,female,young,high,high,high,high,high,office,104_34,403_347,negative,negative-other,question,What should I do?
14,14_042,14_042_012_merged,张盛,male,young,high,high,high,low,low,office,421_32,659_326,neutral,neutral,"statement-non-opinion, statement-opinion","You see, you just said some heartfelt words I was also very touched Now at this point I still feel bad wasting your time I also feel quite embarrassed Otherwise, you could demonstrate a few more times And try to show me how to do it with full effort Maybe I'll learn it"
14,14_042,14_042_020_merged,宋暖,female,young,high,high,high,high,high,office,132_8,443_357,positive,"positive-other, happy","statement-non-opinion, question","You’re willing to learn, but your movements are uncoordinated It should be possible to overcome"
14,14_042,14_042_022_merged,张盛,male,young,high,high,high,low,low,office,410_46,632_298,neutral,neutral,statement-non-opinion,You need a good teacher
14,14_043,14_043_000_merged,宋暖,female,young,high,high,high,high,high,office,0_0,0_0,positive,relaxed,question,"Practice more, where should we start?"
14,14_043,14_043_001_merged,张盛,male,young,high,high,high,low,low,office,0_0,0_0,neutral,neutral,answer,From the beginning
14,14_043,14_043_002_merged,宋暖,female,young,high,high,high,high,high,office,0_0,0_0,positive,relaxed,command,"From the beginning, watch me"
14,14_043,14_043_003_merged,张盛,male,young,high,high,high,low,low,office,0_0,0_0,positive,positive-other,statement-non-opinion,I’ll do it along with you
14,14_043,14_043_004_merged,宋暖,female,young,high,high,high,high,high,office,0_0,0_0,neutral,neutral,quotation,"Come on, respect the leader"
14,14_044,14_044_000_merged,张盛,male,young,high,high,high,low,low,office,0_0,0_0,neutral,neutral,quotation,Respect the leader
14,14_044,14_044_001_merged,宋暖,female,young,high,high,high,high,high,office,0_0,0_0,neutral,neutral,quotation,Respect the company
14,14_044,14_044_002_merged,张盛,male,young,high,high,high,low,low,office,0_0,0_0,neutral,neutral,quotation,Respect the company
14,14_044,14_044_003_merged,宋暖,female,young,high,high,high,high,high,office,498_61,644_216,neutral,neutral,quotation,Respect the system I want to succeed
14,14_044,14_044_005_merged,张盛,male,young,high,high,high,low,low,office,0_0,0_0,neutral,neutral,quotation,"Just that one, just that one, don't bring in new ones yet, I still can't cooperate with the squatting one"
14,14_045,14_045_000_merged,宋暖,female,young,high,high,high,high,high,office,448_237,690_470,positive,positive-other,statement-non-opinion,Get up and squat down Get up
14,14_045,14_045_002_merged,张盛,male,young,high,high,high,low,low,office,202_33,406_258,neutral,neutral,statement-non-opinion,Move a bit bigger so I can see more clearly
14,14_045,14_045_003_merged,宋暖,female,young,high,high,high,high,high,office,325_36,421_146,neutral,neutral,quotation,Respect the system
14,14_045,14_045_004_merged,张盛,male,young,high,high,high,low,low,office,119_41,211_117,neutral,neutral,acknowledge,"Yes, just like that"
14,14_045,14_045_005_merged,宋暖,female,young,high,high,high,high,high,office,342_97,406_184,neutral,neutral,quotation,"Respect the leader, comply with the system, respect the leader, respect the system, respect the company Respect the leader Comply with the system Respect the company"
14,14_046,14_046_000_merged,张盛,male,young,high,high,high,low,low,office,0_0,0_0,positive,relaxed,question,"Teacher, wasn’t that action not there just now, is this a new addition?"
14,14_046,14_046_001_merged,宋暖,female,young,high,high,high,high,high,office,0_0,0_0,negative,fear,statement-non-opinion,"No, um, you practice first, I’m leaving"
14,14_046,14_046_002_merged,张盛,male,young,high,high,high,low,low,office,0_0,0_0,negative,worried,disagreement,"Don't, don't leave! I still want to practice with you until dawn"
14,14_047,14_047_000_merged,周格格,female,young,high,high,low,high,high,home,0_0,0_0,positive,"positive-other, happy",statement-non-opinion,You actually spent a whole night alone with Zhang Sheng You didn't even call me
14,14_047,14_047_002_merged,宋暖,female,young,high,high,high,high,high,home,300_97,429_239,negative,depress,question,Aren't you embarrassed enough already?
14,14_047,14_047_003_merged,周格格,female,young,high,high,low,high,high,home,0_0,0_0,negative,depress,statement-non-opinion,Look at this
14,14_047,14_047_004_merged,宋暖,female,young,high,high,high,high,high,home,0_0,0_0,negative,depress,question,You say it's only been a few days since entering JM
14,14_048,14_048_000_merged,周格格,female,young,high,high,low,high,high,home,457_101,579_191,negative,negative-other,"statement-opinion, question",Why do I feel like time has passed incredibly slowly? Don't you feel that everyone in JM is like wolves and tigers Particularly fierce towards us Not a single smiling face
14,14_048,14_048_004_merged,宋暖,female,young,high,high,high,high,high,home,239_112,402_262,negative,depress,statement-opinion,I just feel that the tasks they give us are impossible to accomplish
14,14_048,14_048_005_merged,周格格,female,young,high,high,low,high,high,home,274_58,544_384,negative,"anger, depress","statement-non-opinion, statement-opinion, agreement",Yeah You clearly came later And yet you're still asked to deal with Zhang Sheng Isn't that just bullying you?
14,14_048,14_048_009_merged,宋暖,female,young,high,high,high,high,high,home,219_37,310_144,"positive, neutral","positive-other, neutral","statement-non-opinion, question",Since you say we’ve spent a long time together How about we make a schedule Three-month internship A total of 90 days Let's put a checkmark for each day we get through When those checkmarks are all filled We'll finally get through this
14,14_048,14_048_016_merged,周格格,female,young,high,high,low,high,high,home,0_0,0_0,positive,positive-other,statement-opinion,Good idea
14,14_049,14_049_000_merged,宋暖,female,young,high,high,high,high,high,home,264_49,370_161,negative,"astonished, worried","statement-non-opinion, question",You guys sleep for several hours under the air conditioning How can you not catch a cold? You've had a drink again And no one covers you with anything
14,14_049,14_049_004_merged,周格格,female,young,high,high,low,high,high,home,368_28,637_353,negative,"anger, disgust",statement-opinion,"If they can carry me back, that's already very kind of them Expecting too much from them is not really possible"
14,14_049,14_049_006_merged,宋暖,female,young,high,high,high,high,high,home,0_0,0_0,negative,worried,question,How about taking a day off tomorrow to rest
14,14_049,14_049_007_merged,周格格,female,young,high,high,low,high,high,home,306_22,601_317,negative,"depress, negative-other","statement-non-opinion, statement-opinion",You’re being too childish We are interns We don’t even have the right to get sick
14,14_049,14_049_010_merged,宋暖,female,young,high,high,high,high,high,home,156_41,482_396,negative,"depress, negative-other","statement-non-opinion, statement-opinion",That's true; I haven't been doing well these past few days I sat on the three-wheeled chair all day Sitting there felt like practicing horse stance It’s not tiring to stand; sitting is even more tiring
14,14_050,14_050_000_merged,周格格,female,young,high,high,low,high,high,home,541_97,678_199,negative,depress,statement-opinion,Just switch to another one
14,14_050,14_050_001_merged,宋暖,female,young,high,high,high,high,high,home,129_34,493_361,negative,"fear, depress",statement-non-opinion,"How dare I say that Director Hao has been sulking all day, not even looking at me Let me tell you My only great achievement today was buying Director Hao two bowls of yellow fish noodles. Bought a bowl One bowl was bought One bowl was compensated But since he didn't pay Both bowls are compensated"
14,14_050,14_050_010_merged,周格格,female,young,high,high,low,high,high,home,535_63,643_160,negative,astonished,question,He won't give you money anymore
14,14_050,14_050_011_merged,宋暖,female,young,high,high,high,high,high,home,223_34,484_351,negative,depress,statement-non-opinion,Didn't even say thank you
14,14_050,14_050_012_merged,周格格,female,young,high,high,low,high,high,home,323_18,574_325,negative,"astonished, negative-other",statement-non-opinion,You have to remind him You have to tell him we are interns The monthly salary is only 600 yuan
14,14_051,14_051_000_merged,宋暖,female,young,high,high,high,high,high,home,207_36,581_410,negative,"astonished, depress, negative-other","statement-non-opinion, statement-opinion","How dare I say it I calculated My daily expenses are anyway two bowls of yellowfish noodles for 48 yuan each Round trip subway and bus 10 yuan Our interns' monthly salary is 600 yuan On average, 20 yuan a day That means I lose 38 yuan every day"
14,14_051,14_051_007_merged,周格格,female,young,high,high,low,high,high,home,322_32,590_332,negative,"astonished, negative-other",statement-non-opinion,"Oh my, I count my expenses: round trip bus and subway 10 yuan Buying ginger and coke for boiling water 10 yuan Luckily, I neither gain nor lose"
14,14_051,14_051_010_merged,宋暖,female,young,high,high,high,high,high,home,93_32,179_138,negative,depress,"statement-non-opinion, statement-opinion",Our interns are really unfortunate I'm worried that I can't hold on
14,14_051,14_051_012_merged,周格格,female,young,high,high,low,high,high,home,397_58,525_186,negative,depress,"statement-non-opinion, statement-opinion","Is there anyone who isn't unfortunate? Look at Zhang, who drives a Lamborghini to intern Truly, some people have different fates"
